doi	journal	pubMedId	pubMedUrl	publicationTitle	publicationYear	keywords	authors	grantNumber	gseAccns	gseUrls	srpAccns	srpUrls	dpgapAccns	dpgapUrls
10.1109/TBME.2019.2933508	IEEE Trans Biomed Eng	31425015	https://www.ncbi.nlm.nih.gov/pubmed/?term=31425015	A Generic Approach to Lung Field Segmentation From Chest Radiographs Using Deep Space and Shape Learning	2020	NA	Awais Mansoor, Juan J Cerrolaza, Geovanny Perez, Elijah Biggs, Kazunori Okada, Gustavo Nino, Marius George Linguraru	"[""HL141237""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-019-47662-y	Sci Rep	31427669	https://www.ncbi.nlm.nih.gov/pubmed/?term=31427669	The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults	2019	NA	Cole Korponay, Daniela Dentico, Tammi R A Kral, Martina Ly, Ayla Kruis, Kaley Davis, Robin Goldman, Antoine Lutz, Richard J Davidson	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1038/s41430-019-0492-z	Eur J Clin Nutr	31427762	https://www.ncbi.nlm.nih.gov/pubmed/?term=31427762	Maximizing precision and accuracy of the doubly labeled water method via optimal sampling protocol, calculation choices, and incorporation of 17 O measurements	2020	NA	Elena S F Berman, Tracy Swibas, Wendy M Kohrt, Vicki A Catenacci, Seth A Creasy, Edward L Melanson, John R Speakman	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1038/s41588-019-0479-7	Nat Genet	31427791	https://www.ncbi.nlm.nih.gov/pubmed/?term=31427791	Transcriptionally active HERV-H retrotransposons demarcate topologically associating domains in human pluripotent stem cells	2019	NA	Yanxiao Zhang, Ting Li, Sebastian Preissl, Maria Luisa Amaral, Jonathan D Grinstein, Elie N Farah, Eugin Destici, Yunjiang Qiu, Rong Hu, Ah Young Lee, Sora Chee, Kaiyue Ma, Zhen Ye, Quan Zhu, Hui Huang, Rongxin Fang, Leqian Yu, Juan Carlos Izpisua Belmonte, Jun Wu, Sylvia M Evans, Neil C Chi, Bing Ren	"[""HL131003""]"	"[""GSE116862""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116862	"[""SRP152979""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP152979	NA	NA
10.1186/s12859-019-3021-0	BMC Bioinformatics	31429723	https://www.ncbi.nlm.nih.gov/pubmed/?term=31429723	VOLARE: visual analysis of disease-associated microbiome-immune system interplay	2019	16S; CyTOF; Cytokine; Data visualization; Microbiome; Multi-omic.	Janet C Siebert, Charles Preston Neff, Jennifer M Schneider, Emilie H Regner, Neha Ohri, Kristine A Kuhn, Brent E Palmer, Catherine A Lozupone, Carsten Görg	"[""AR007534""]"	NA	NA	NA	NA	NA	NA
10.1044/2019_AJA-19-0009	Am J Audiol	31430174	https://www.ncbi.nlm.nih.gov/pubmed/?term=31430174	Diurnal Cortisol Levels and Subjective Ratings of Effort and Fatigue in Adult Cochlear Implant Users: A Pilot Study	2019	NA	Robert T Dwyer, René H Gifford, Fred H Bess, Michael Dorman, Anthony Spahr, Benjamin W Y Hornsby	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1089/AID.2019.0154	AIDS Res Hum Retroviruses	31432692	https://www.ncbi.nlm.nih.gov/pubmed/?term=31432692	Examining Mortality to Identify Opportunities for Improved Care Among Adults with HIV in a Single Academic Medical Center	2019	AIDS-associated mortality; VACS index; aging; non-AIDS malignancy.	Adam M Ressler, Mona Abdo, Samantha MaWhinney, Steven C Johnson, Kristine M Erlandson	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1089/jwh.2019.7749	J Womens Health (Larchmt)	31433243	https://www.ncbi.nlm.nih.gov/pubmed/?term=31433243	Association Between HIV Symptom Burden and Inflammatory Cytokines: An Analysis by Sex and Menopause Stage	2020	CRP; IL-8; PROMIS-29; TNFα; menopause; muscle aches.	Rebecca Schnall, Haomiao Jia, Nancy Reame	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1001/jamanetworkopen.2019.9812	JAMA Netw Open	31433484	https://www.ncbi.nlm.nih.gov/pubmed/?term=31433484	Association of Severe Hyperoxemia Events and Mortality Among Patients Admitted to a Pediatric Intensive Care Unit	2019	NA	Sriram Ramgopal, Cameron Dezfulian, Robert W Hickey, Alicia K Au, Shekhar Venkataraman, Robert S B Clark, Christopher M Horvat	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1161/ATVBAHA.119.312579	Arterioscler Thromb Vasc Biol	31433696	https://www.ncbi.nlm.nih.gov/pubmed/?term=31433696	Functional Genomics and CRISPR Applied to Cardiovascular Research and Medicine	2019	cardiovascular diseases; gene expression; genomics; humans; phenotype.	Fang Li, Jianting Shi, Hong S Lu, Hanrui Zhang	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0219596	PLoS One	31433809	https://www.ncbi.nlm.nih.gov/pubmed/?term=31433809	Maternal pomegranate juice intake and brain structure and function in infants with intrauterine growth restriction: A randomized controlled pilot study	2019	NA	Lillian G Matthews, Christopher D Smyser, Sara Cherkerzian, Dimitrios Alexopoulos, Jeanette Kenley, Methodius G Tuuli, D Michael Nelson, Terrie E Inder	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1128/mSphere.00552-19	mSphere	31434749	https://www.ncbi.nlm.nih.gov/pubmed/?term=31434749	Environmental Persistence of Influenza Viruses Is Dependent upon Virus Type and Host Origin	2019	aerosols; droplets; influenza virus; persistence; relative humidity.	Karen A Kormuth, Kaisen Lin, Zhihong Qian, Michael M Myerburg, Linsey C Marr, Seema S Lakdawala	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1093/brain/awz250	Brain	31435640	https://www.ncbi.nlm.nih.gov/pubmed/?term=31435640	Synaptic clustering differences due to different GABRB3 mutations cause variable epilepsy syndromes	2019	GABRB3 mutation; GABAA receptor; Lennox-Gastaut syndrome; intellectual disability; juvenile absence epilepsy.	Yi-Wu Shi, Qi Zhang, Kefu Cai, Sarah Poliquin, Wangzhen Shen, Nathan Winters, Yong-Hong Yi, Jie Wang, Ningning Hu, Robert L Macdonald, Wei-Ping Liao, Jing-Qiong Kang	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1111/jgs.16144	J Am Geriatr Soc	31437310	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437310	Nocturnal Excretion in Healthy Older Women and Rationale for a Safer Approach to Sleep Disruption	2019	insomnia; nocturia; nocturnal polyuria; older adults; sleep.	Shachi Tyagi, Subashan Perera, Becky D Clarkson, Stasa D Tadic, Neil M Resnick	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1111/pai.13117	Pediatr Allergy Immunol	31437325	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437325	IgE binding to linear epitopes of Ara h 2 in peanut allergic preschool children undergoing oral Immunotherapy	2019	IgE; allergens; food allergy; immunotherapy; oral immunotherapy; peanut allergy; tolerance induction.	Stephen C Dreskin, Matthew Germinaro, Dominik Reinhold, Xueni Chen, Brian P Vickery, Michael Kulis, A Wesley Burks, Surendra S Negi, Werner Braun, Jeffery M Chambliss, Spodra Eglite, Caitlin M G McNulty	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1016/j.isci.2019.07.049	iScience	31437751	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437751	Multi-Omic Approaches Identify Metabolic and Autophagy Regulators Important in Ovarian Cancer Dissemination	2019	Biological Sciences; Cancer; Cancer Systems Biology; Cell Biology.	Lindsay J Wheeler, Zachary L Watson, Lubna Qamar, Tomomi M Yamamoto, Brandon T Sawyer, Kelly D Sullivan, Santosh Khanal, Molishree Joshi, Veronique Ferchaud-Roucher, Harry Smith, Lauren A Vanderlinden, Sky W Brubaker, Cecilia M Caino, Hyunmin Kim, Joaquin M Espinosa, Jennifer K Richer, Benjamin G Bitler	"[""CA117907""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190209	Stud Health Technol Inform	31437911	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437911	Pretraining to Recognize PICO Elements from Randomized Controlled Trial Literature	2019	Evidence-Based Medicine; Natural Language Processing; Randomized Controlled Trial.	Tian Kang, Shirui Zou, Chunhua Weng	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190248	Stud Health Technol Inform	31437950	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437950	Detecting Systemic Data Quality Issues in Electronic Health Records	2019	Cluster Analysis; Data Accuracy; Electronic Health Records.	Casey N Ta, Chunhua Weng	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190260	Stud Health Technol Inform	31437962	https://www.ncbi.nlm.nih.gov/pubmed/?term=31437962	Construction of Disease Similarity Networks Using Concept Embedding and Ontology	2019	Concept embedding; Disease similarity; Mental disorders; Word2Vec.	Duo Helen Wei, Tian Kang, Harold Alan Pincus, Chunhua Weng	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190399	Stud Health Technol Inform	31438098	https://www.ncbi.nlm.nih.gov/pubmed/?term=31438098	Development of Pictograms for an Interactive Web Application to Help Hispanic Caregivers Learn About the Functional Stages of Dementia	2019	Consumer Health Information; Health Literacy; Patient Participation.	Adriana Arcia, Niurka Suero-Tejeda, Suzanne Bakken	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190429	Stud Health Technol Inform	31438128	https://www.ncbi.nlm.nih.gov/pubmed/?term=31438128	SNOMEDtxt: Natural Language Generation from SNOMED Ontology	2019	Access to Information; Natural Language Processing; Systematized Nomenclature of Medicine.	Olga Lyudovyk, Chunhua Weng	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190456	Stud Health Technol Inform	31438155	https://www.ncbi.nlm.nih.gov/pubmed/?term=31438155	Crowdsourcing Public Opinion for Sharing Medical Records for the Advancement of Science	2019	Crowdsourcing; data collection; privacy.	Chunhua Weng, Tianyong Hao, Carol Friedman, John Hurdle	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.3233/SHTI190457	Stud Health Technol Inform	31438156	https://www.ncbi.nlm.nih.gov/pubmed/?term=31438156	Dialogue Analysis for Clinical Data Query Mediation	2019	Information storage and retrieval; Interdisciplinary communication; Needs assessment.	Chunhua Weng, Amy K Mir, David Hanauer, James Cimino	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1074/jbc.RA119.009230	J Biol Chem	31439668	https://www.ncbi.nlm.nih.gov/pubmed/?term=31439668	C1q/TNF-related protein 2 (CTRP2) deletion promotes adipose tissue lipolysis and hepatic triglyceride secretion	2019	C1q family; C1q/TNF-related protein; CTRP; adipocyte biology; adipokine; adipose tissue; dyslipidemia; endocrine metabolism; hepatic triglyceride secretion; lipid metabolism; lipolysis; liver metabolism; obesity; secreted protein.	Xia Lei, G William Wong	"[""DK084171""]"	NA	NA	NA	NA	NA	NA
10.1038/s41398-019-0545-z	Transl Psychiatry	31439834	https://www.ncbi.nlm.nih.gov/pubmed/?term=31439834	Behavioral predictors of autism recurrence are genetically independent and influence social reciprocity: evidence that polygenic ASD risk is mediated by separable elements of developmental liability	2019	NA	Alexa Pohl, Warren R Jones, Natasha Marrus, Yi Zhang, Ami Klin, John N Constantino	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1021/acs.jproteome.9b00427	J Proteome Res	31442056	https://www.ncbi.nlm.nih.gov/pubmed/?term=31442056	A Cross-Linking-Aided Immunoprecipitation/Mass Spectrometry Workflow Reveals Extensive Intracellular Trafficking in Time-Resolved, Signal-Dependent Epidermal Growth Factor Receptor Proteome	2019	EGFR proteome; cross-linking-aided IP/MS; protein complex.	Yue Chen, Mei Leng, Yankun Gao, Dongdong Zhan, Jong Min Choi, Lei Song, Kai Li, Xia Xia, Chunchao Zhang, Mingwei Liu, Shuhui Ji, Antrix Jain, Alexander B Saltzman, Anna Malovannaya, Jun Qin, Sung Yun Jung, Yi Wang	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1053/j.gastro.2019.08.018	Gastroenterology	31442435	https://www.ncbi.nlm.nih.gov/pubmed/?term=31442435	The Histone Demethylase KDM3A, Increased in Human Pancreatic Tumors, Regulates Expression of DCLK1 and Promotes Tumorigenesis in Mice	2019	Epigenetics; Gene Regulation; Oncogene; Repression.	Prasad Dandawate, Chandrayee Ghosh, Kanagaraj Palaniyandi, Santanu Paul, Sonia Rawal, Rohan Pradhan, Afreen Asif Ali Sayed, Sonali Choudhury, David Standing, Dharmalingam Subramaniam, Subhash B Padhye, Sumedha Gunewardena, Sufi M Thomas, Maura O' Neil, Ossama Tawfik, Danny R Welch, Roy A Jensen, Sally Maliski, Scott Weir, Tomoo Iwakuma, Shrikant Anant, Animesh Dhar	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1016/j.virol.2019.08.010	Virology	31442614	https://www.ncbi.nlm.nih.gov/pubmed/?term=31442614	Efficient pre-catalytic conformational change of reverse transcriptases from SAMHD1 non-counteracting primate lentiviruses during dNTP incorporation	2019	Conformational change; Lentiviruses; Macrophages; Reverse transcriptase; SAMHD1; Vpr; Vpx; dNTPs.	Si'Ana A Coggins, Jessica M Holler, Jason T Kimata, Dong-Hyun Kim, Raymond F Schinazi, Baek Kim	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.kint.2019.05.026	Kidney Int	31443997	https://www.ncbi.nlm.nih.gov/pubmed/?term=31443997	Acute kidney injury from sepsis: current concepts, epidemiology, pathophysiology, prevention and treatment	2019	epidemiology; inflammation; metabolic reprogramming; microvascular dysfunction; prevention; sepsis-associated acute kidney injury; sepsis-induced acute kidney injury; treatment.	Sadudee Peerapornratana, Carlos L Manrique-Caballero, Hernando Gómez, John A Kellum	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1158/1940-6207.CAPR-19-0226	Cancer Prev Res (Phila)	31444155	https://www.ncbi.nlm.nih.gov/pubmed/?term=31444155	Thermally Processed Oil Exaggerates Colonic Inflammation and Colitis-Associated Colon Tumorigenesis in Mice	2019	NA	Jianan Zhang, Xijing Chen, Ran Yang, Qin Ma, Weipeng Qi, Katherine Z Sanidad, Yeonhwa Park, Daeyoung Kim, Eric A Decker, Guodong Zhang	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1111/desc.12896	Dev Sci	31444822	https://www.ncbi.nlm.nih.gov/pubmed/?term=31444822	Statistical learning of multiple speech streams: A challenge for monolingual infants	2020	bilingualism; infants; language development; multi-stream segmentation; multiple representations; statistical learning; word learning.	Viridiana L Benitez, Federica Bulgarelli, Krista Byers-Heinlein, Jenny R Saffran, Daniel J Weiss	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1111/jcpp.13116	J Child Psychol Psychiatry	31449335	https://www.ncbi.nlm.nih.gov/pubmed/?term=31449335	Maternal and family factors differentiate profiles of psychiatric impairments in very preterm children at age 5-years	2020	Prematurity; latent profile analysis; neurodevelopment; psychiatric impairments.	Rachel E Lean, Christina N Lessov-Shlaggar, Emily D Gerstein, Tara A Smyser, Rachel A Paul, Christopher D Smyser, Cynthia E Rogers	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1111/jgs.16138	J Am Geriatr Soc	31449681	https://www.ncbi.nlm.nih.gov/pubmed/?term=31449681	Health Insurance and Disparities in Mortality among Older Survivors of Critical Illness: A Population Study	2019	critical illness; insurance coverage; skilled nursing facilities.	Yoland F Philpotts, Xiaoyue Ma, Michaela R Anderson, May Hua, Matthew R Baldwin	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1038/s41556-019-0373-7	Nat Cell Biol	31451770	https://www.ncbi.nlm.nih.gov/pubmed/?term=31451770	Immuno-subtyping of breast cancer reveals distinct myeloid cell profiles and immunotherapy resistance mechanisms	2019	NA	Ik Sun Kim, Yang Gao, Thomas Welte, Hai Wang, Jun Liu, Mahnaz Janghorban, Kuanwei Sheng, Yichi Niu, Amit Goldstein, Na Zhao, Igor Bado, Hin-Ching Lo, Michael J Toneff, Tuan Nguyen, Wen Bu, Weiyu Jiang, James Arnold, Franklin Gu, Jian He, Deborah Jebakumar, Kimberly Walker, Yi Li, Qianxing Mo, Thomas F Westbrook, Chenghang Zong, Arundhati Rao, Arun Sreekumar, Jeffrey M Rosen, Xiang H-F Zhang	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1007/s00125-019-4939-5	Diabetologia	31451872	https://www.ncbi.nlm.nih.gov/pubmed/?term=31451872	Sex differences in the burden of type 2 diabetes and cardiovascular risk across the life course	2019	Cardiovascular disease; Diabetes mellitus, type 2; Life course development; Lifestyle; Obesity; Review; Sex differences; Type 2 diabetes.	Amy G Huebschmann, Rachel R Huxley, Wendy M Kohrt, Philip Zeitler, Judith G Regensteiner, Jane E B Reusch	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1002/gps.5203	Int J Geriatr Psychiatry	31452260	https://www.ncbi.nlm.nih.gov/pubmed/?term=31452260	Trajectories of neuropsychiatric symptoms over time in healthy volunteers and risk of MCI and dementia	2019	Alzheimer; MCI; dementia; depression; growth mixture model; neuropsychiatric symptoms.	Jeannie-Marie S Leoutsakos, Elizabeth A Wise, Constantine G Lyketsos, Gwenn S Smith	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jamda.2019.07.021	J Am Med Dir Assoc	31455507	https://www.ncbi.nlm.nih.gov/pubmed/?term=31455507	Opportunities for Collaboration: Refining Postoperative Readmission Risk for Skilled Nursing Facility Patients	2019	NA	Jennifer L Carnahan, Ellen W Kaehr, Kamal C Wagle	"[""TR002530""]"	NA	NA	NA	NA	NA	NA
10.1073/pnas.1908736116	Proc Natl Acad Sci U S A	31455729	https://www.ncbi.nlm.nih.gov/pubmed/?term=31455729	Identification of multiple male reproductive tract-specific proteins that regulate sperm migration through the oviduct in mice	2019	CRISPR/Cas9; fertilization; infertility; transgenic; uterotubal junction.	Yoshitaka Fujihara, Taichi Noda, Kiyonori Kobayashi, Asami Oji, Sumire Kobayashi, Takafumi Matsumura, Tamara Larasati, Seiya Oura, Kanako Kojima-Kita, Zhifeng Yu, Martin M Matzuk, Masahito Ikawa	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1126/sciadv.aaw7195	Sci Adv	31457090	https://www.ncbi.nlm.nih.gov/pubmed/?term=31457090	Data-driven phenotype discovery of FMR1 premutation carriers in a population-based sample	2019	NA	Arezoo Movaghar, David Page, Murray Brilliant, Mei Wang Baker, Jan Greenberg, Jinkuk Hong, Leann Smith DaWalt, Krishanu Saha, Finn Kuusisto, Ron Stewart, Elizabeth Berry-Kravis, Marsha R Mailick	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1021/acsomega.9b02017	ACS Omega	31460402	https://www.ncbi.nlm.nih.gov/pubmed/?term=31460402	"Evaluation of Synthetic Cytochrome P 450-Mimetic Metalloporphyrins To Facilitate ""Biomimetic"" Biotransformation of a Series of mGlu 5 Allosteric Ligands"	2019	NA	Christopher C Presley, Charles K Perry, Elizabeth S Childress, Matthew J Mulder, Vincent B Luscombe, Alice L Rodriguez, Colleen M Niswender, P Jeffrey Conn, Craig W Lindsley	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1152/ajplung.00175.2019	Am J Physiol Lung Cell Mol Physiol	31461325	https://www.ncbi.nlm.nih.gov/pubmed/?term=31461325	Loss of endothelial sulfatase-1 after experimental sepsis attenuates subsequent pulmonary inflammatory responses	2019	compensatory anti-inflammatory response syndrome; glycomics; heparan sulfate; sulfatase-1.	Kaori Oshima, Xiaorui Han, Yilan Ouyang, Rana El Masri, Yimu Yang, Sarah M Haeger, Sarah A McMurtry, Trevor C Lane, Pavel Davizon-Castillo, Fuming Zhang, Xinping Yue, Romain R Vivès, Robert J Linhardt, Eric P Schmidt	"[""GM007635""]"	"[""GSE129775""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129775	NA	NA	NA	NA
10.1016/j.neuroimage.2019.116126	Neuroimage	31461676	https://www.ncbi.nlm.nih.gov/pubmed/?term=31461676	Autoidentification of perivascular spaces in white matter using clinical field strength T 1 and FLAIR MR imaging	2019	Alzheimer’s; Enlarged perivascular space; MRI; Segmentation; Vascular disease; Virchow-robin.	Daniel L Schwartz, Erin L Boespflug, David L Lahna, Jeffrey Pollock, Natalie E Roese, Lisa C Silbert	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.3352/jeehp.2019.16.25	J Educ Eval Health Prof	31461804	https://www.ncbi.nlm.nih.gov/pubmed/?term=31461804	Ophthalmology training and competency levels in care of patients with ophthalmic complaints in United States internal medicine, emergency medicine and family medicine residents	2019	Accreditation; Cross-Sectional Studies; Graduate medical education; Internship and residency; Ophthalmology; United Sates.	Christopher Daniel Gelston, Jennifer Landrigan Patnaik	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1016/j.toxrep.2019.08.001	Toxicol Rep	31463204	https://www.ncbi.nlm.nih.gov/pubmed/?term=31463204	Lead (Pb) exposure induces dopaminergic neurotoxicity in Caenorhabditis elegans: Involvement of the dopamine transporter	2019	Dopaminergic neuron; Neurotoxicant; PKC; Pb; dat-1.	Ayodele Jacob Akinyemi, Mahfuzur R Miah, Omamuyovwi M Ijomone, Aristidis Tsatsakis, Félix Alexandre Antunes Soares, Alexey A Tinkov, Anatoly V Skalny, Vivek Venkataramani, Michael Aschner	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1007/s10880-019-09654-y	J Clin Psychol Med Settings	31463865	https://www.ncbi.nlm.nih.gov/pubmed/?term=31463865	Brief Screening Measures Identify Risk for Psychological Difficulties Among Children with Sickle Cell Disease	2020	Behavior; Children; Executive dysfunction; Hydroxyurea; Quality of life; Sickle cell disease; Transfusion.	Anna M Hood, Ilana Reife, Allison A King, Desiree A White	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1002/art.41091	Arthritis Rheumatol	31464042	https://www.ncbi.nlm.nih.gov/pubmed/?term=31464042	Timing of Elevations of Autoantibody Isotypes Prior to Diagnosis of Rheumatoid Arthritis	2020	NA	Lindsay B Kelmenson, Brandie D Wagner, Bryan K McNair, Ashley Frazer-Abel, M Kristen Demoruelle, Dylan T Bergstedt, Marie L Feser, Laura K Moss, Mark C Parish, Elizabeth A Mewshaw, Ted R Mikuls, Jess D Edison, V Michael Holers, Kevin D Deane	"[""AR007534""]"	NA	NA	NA	NA	NA	NA
10.1097/HJH.0000000000002221	J Hypertens	31464800	https://www.ncbi.nlm.nih.gov/pubmed/?term=31464800	Associations of awake and asleep blood pressure and blood pressure dipping with abnormalities of cardiac structure: the Coronary Artery Risk Development in Young Adults study	2020	NA	Natalie A Bello, Byron C Jaeger, John N Booth 3rd, Marwah Abdalla, D Edmund Anstey, Daniel N Pugliese, Cora E Lewis, Samuel S Gidding, Donald Lloyd-Jones, Sanjiv J Shah, Joseph E Schwartz, James M Shikany, Paul Muntner, Daichi Shimbo	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1097/PEC.0000000000001895	Pediatr Emerg Care	31464878	https://www.ncbi.nlm.nih.gov/pubmed/?term=31464878	Management and Outcomes of Spontaneous Pneumomediastinum in Children	2019	NA	Kathleen A Noorbakhsh, Allison E Williams, Joseph J W Langham, Liwen Wu, Robert T Krafty, Andre D Furtado, Noel S Zuckerbraun, Mioara D Manole	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1172/jci.insight.129375	JCI Insight	31465303	https://www.ncbi.nlm.nih.gov/pubmed/?term=31465303	Precocious neuronal differentiation and disrupted oxygen responses in Kabuki syndrome	2019	Adult stem cells; Epigenetics; Genetics; Neurological disorders; Neuroscience.	Giovanni A Carosso, Leandros Boukas, Jonathan J Augustin, Ha Nam Nguyen, Briana L Winer, Gabrielle H Cannon, Johanna D Robertson, Li Zhang, Kasper D Hansen, Loyal A Goff, Hans T Bjornsson	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jaac.2019.08.009	J Am Acad Child Adolesc Psychiatry	31465832	https://www.ncbi.nlm.nih.gov/pubmed/?term=31465832	Computerized Adaptive Tests for Rapid and Accurate Assessment of Psychopathology Dimensions in Youth	2020	adaptive testing; child and adolescent psychopathology; diagnosis; measurement; multidimensional item response theory.	Robert D Gibbons, David J Kupfer, Ellen Frank, Benjamin B Lahey, Brandie A George-Milford, Candice L Biernesser, Giovanna Porta, Tara L Moore, Jong Bae Kim, David A Brent	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.3390/nu11092016	Nutrients	31466225	https://www.ncbi.nlm.nih.gov/pubmed/?term=31466225	Gene Expression and Cardiometabolic Phenotypes of Vitamin D-Deficient Overweight and Obese Black Children	2019	c-reactive protein; endothelium; gene expression; leptin; vitamin D deficiency.	Kumaravel Rajakumar, Qi Yan, Arshad T Khalid, Eleanor Feingold, Abbe N Vallejo, F Yesim Demirci, M Ilyas Kamboh	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-019-49103-2	Sci Rep	31467358	https://www.ncbi.nlm.nih.gov/pubmed/?term=31467358	Thermal Perceptual Thresholds are typical in Autism Spectrum Disorder but Strongly Related to Intra-individual Response Variability	2019	NA	Zachary J Williams, Michelle D Failla, Samona L Davis, Brynna H Heflin, Christian D Okitondo, David J Moore, Carissa J Cascio	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.ynstr.2019.100190	Neurobiol Stress	31467944	https://www.ncbi.nlm.nih.gov/pubmed/?term=31467944	Cyclooxygenase-2 inhibition reduces anxiety-like behavior and normalizes enhanced amygdala glutamatergic transmission following chronic oral corticosterone treatment	2019	Anxiety; Basolateral amygdala; Cyclooxygenase-2; Stress.	Amanda Morgan, Veronika Kondev, Gaurav Bedse, Rita Baldi, David Marcus, Sachin Patel	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1007/s10803-019-04173-z	J Autism Dev Disord	31468273	https://www.ncbi.nlm.nih.gov/pubmed/?term=31468273	Pharmacologic Interventions for Irritability, Aggression, Agitation and Self-Injurious Behavior in Fragile X Syndrome: An Initial Cross-Sectional Analysis	2019	Fragile X syndrome; Irritability; Pharmacotherapy.	Eleanor M Eckert, Kelli C Dominick, Ernest V Pedapati, Logan K Wink, Rebecca C Shaffer, Howard Andrews, Tse-Hwei Choo, Chen Chen, Walter E Kaufmann, Nicole Tartaglia, Elizabeth M Berry-Kravis, Craig A Erickson	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1121/1.5123464	J Acoust Soc Am	31472555	https://www.ncbi.nlm.nih.gov/pubmed/?term=31472555	Effect of channel separation and interaural mismatch on fusion and lateralization in normal-hearing and cochlear-implant listeners	2019	NA	Alan Kan, Matthew J Goupell, Ruth Y Litovsky	"[""DC003083""]"	NA	NA	NA	NA	NA	NA
10.1121/1.5121423	J Acoust Soc Am	31472559	https://www.ncbi.nlm.nih.gov/pubmed/?term=31472559	Asymmetric temporal envelope encoding: Implications for within- and across-ear envelope comparison	2019	NA	Sean R Anderson, Alan Kan, Ruth Y Litovsky	"[""DC003083""]"	NA	NA	NA	NA	NA	NA
10.1016/j.biopsych.2019.06.021	Biol Psychiatry	31472979	https://www.ncbi.nlm.nih.gov/pubmed/?term=31472979	Atypical Functional Connectivity in Tourette Syndrome Differs Between Children and Adults	2020	Classification; Development; Functional connectivity; Machine learning; Tourette syndrome; fMRI.	Ashley N Nielsen, Caterina Gratton, Jessica A Church, Nico U F Dosenbach, Kevin J Black, Steven E Petersen, Bradley L Schlaggar, Deanna J Greene	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
